41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:44:07.0 (62609)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:44:07.0 (95339)|EXECUTION_STARTED
11:44:07.0 (99541)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:44:07.0 (1140220)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:44:07.0 (1262629)|HEAP_ALLOCATE|[72]|Bytes:3
11:44:07.0 (1305506)|HEAP_ALLOCATE|[77]|Bytes:152
11:44:07.0 (1320859)|HEAP_ALLOCATE|[342]|Bytes:408
11:44:07.0 (1336474)|HEAP_ALLOCATE|[355]|Bytes:408
11:44:07.0 (1349542)|HEAP_ALLOCATE|[467]|Bytes:48
11:44:07.0 (1375982)|HEAP_ALLOCATE|[139]|Bytes:6
11:44:07.0 (1442990)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:44:07.0 (1448410)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:44:07.0 (1458528)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:44:07.0 (1464172)|STATEMENT_EXECUTE|[1]
11:44:07.0 (1469030)|STATEMENT_EXECUTE|[1]
11:44:07.0 (1499391)|HEAP_ALLOCATE|[50]|Bytes:5
11:44:07.0 (1521070)|HEAP_ALLOCATE|[56]|Bytes:5
11:44:07.0 (1528199)|HEAP_ALLOCATE|[64]|Bytes:7
11:44:07.0 (1553211)|STATEMENT_EXECUTE|[3]
11:44:07.0 (1583738)|HEAP_ALLOCATE|[3]|Bytes:85
11:44:07.0 (1592609)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:44:07.0 (1595696)|STATEMENT_EXECUTE|[1]
11:44:07.0 (1602653)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:44:07.0 (1617269)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:44:07.0 (1676088)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:44:07.0 (1708190)|HEAP_ALLOCATE|[3]|Bytes:4
11:44:07.0 (1715984)|STATEMENT_EXECUTE|[36]
11:44:07.0 (1727112)|METHOD_EXIT|[1]|MyProductivity
11:44:07.0 (1747109)|STATEMENT_EXECUTE|[6]
