41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:04.0 (60349)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:04.0 (94289)|EXECUTION_STARTED
11:42:04.0 (97896)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:04.0 (1142001)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:04.0 (1243323)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:04.0 (1274372)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:04.0 (1287956)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:04.0 (1302983)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:04.0 (1316759)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:04.0 (1341114)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:04.0 (1392803)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:04.0 (1397867)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:04.0 (1407366)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:04.0 (1413109)|STATEMENT_EXECUTE|[1]
11:42:04.0 (1417596)|STATEMENT_EXECUTE|[1]
11:42:04.0 (1445562)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:04.0 (1463092)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:04.0 (1470643)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:04.0 (1494001)|STATEMENT_EXECUTE|[3]
11:42:04.0 (1529487)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:04.0 (1539762)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:04.0 (1544459)|STATEMENT_EXECUTE|[1]
11:42:04.0 (1553673)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:04.0 (1573063)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:04.0 (1660471)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:04.0 (1684708)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:04.0 (1692048)|STATEMENT_EXECUTE|[36]
11:42:04.0 (1702110)|METHOD_EXIT|[1]|MyProductivity
11:42:04.0 (1736631)|STATEMENT_EXECUTE|[6]
11:42:04.0 (1738845)|STATEMENT_EXECUTE|[7]
11:42:04.0 (1739907)|STATEMENT_EXECUTE|[7]
11:42:04.0 (1741070)|STATEMENT_EXECUTE|[8]
11:42:04.0 (1803115)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:04.0 (1817212)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:04.0 (1837889)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:04.0 (1851796)|STATEMENT_EXECUTE|[36]
11:42:04.0 (1853171)|STATEMENT_EXECUTE|[38]
11:42:04.0 (1854256)|STATEMENT_EXECUTE|[40]
11:42:04.0 (1855374)|STATEMENT_EXECUTE|[42]
11:42:04.0 (1856395)|STATEMENT_EXECUTE|[44]
11:42:04.0 (1859821)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:04.0 (1863995)|STATEMENT_EXECUTE|[9]
11:42:04.0 (1870865)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:04.0 (1890375)|STATEMENT_EXECUTE|[20]
11:42:04.0 (1891948)|STATEMENT_EXECUTE|[21]
