41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:43:30.0 (78991)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:43:30.0 (109658)|EXECUTION_STARTED
11:43:30.0 (113178)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:30.0 (1348132)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:43:30.0 (1476972)|HEAP_ALLOCATE|[72]|Bytes:3
11:43:30.0 (1526444)|HEAP_ALLOCATE|[77]|Bytes:152
11:43:30.0 (1549927)|HEAP_ALLOCATE|[342]|Bytes:408
11:43:30.0 (1571158)|HEAP_ALLOCATE|[355]|Bytes:408
11:43:30.0 (1585824)|HEAP_ALLOCATE|[467]|Bytes:48
11:43:30.0 (1613575)|HEAP_ALLOCATE|[139]|Bytes:6
11:43:30.0 (1703231)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:43:30.0 (1709539)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:43:30.0 (1720171)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:43:30.0 (1725873)|STATEMENT_EXECUTE|[1]
11:43:30.0 (1731165)|STATEMENT_EXECUTE|[1]
11:43:30.0 (1769068)|HEAP_ALLOCATE|[50]|Bytes:5
11:43:30.0 (1797938)|HEAP_ALLOCATE|[56]|Bytes:5
11:43:30.0 (1809645)|HEAP_ALLOCATE|[64]|Bytes:7
11:43:30.0 (1841298)|STATEMENT_EXECUTE|[3]
11:43:30.0 (1874558)|HEAP_ALLOCATE|[3]|Bytes:85
11:43:30.0 (1883971)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:43:30.0 (1886945)|STATEMENT_EXECUTE|[1]
11:43:30.0 (1893568)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:43:30.0 (1925337)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:43:30.0 (1997380)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:43:30.0 (2014891)|HEAP_ALLOCATE|[3]|Bytes:4
11:43:30.0 (2021782)|STATEMENT_EXECUTE|[36]
11:43:30.0 (2032071)|METHOD_EXIT|[1]|MyProductivity
11:43:30.0 (2071151)|STATEMENT_EXECUTE|[6]
11:43:30.0 (2074529)|STATEMENT_EXECUTE|[7]
11:43:30.0 (2076258)|STATEMENT_EXECUTE|[7]
11:43:30.0 (2078085)|STATEMENT_EXECUTE|[8]
11:43:30.0 (2160719)|HEAP_ALLOCATE|[8]|Bytes:20
11:43:30.0 (2175422)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:43:30.0 (2212398)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:43:30.0 (2234101)|STATEMENT_EXECUTE|[36]
11:43:30.0 (2236414)|STATEMENT_EXECUTE|[38]
11:43:30.0 (2238030)|STATEMENT_EXECUTE|[40]
11:43:30.0 (2239659)|STATEMENT_EXECUTE|[42]
11:43:30.0 (2241178)|STATEMENT_EXECUTE|[44]
11:43:30.0 (2246813)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:43:30.0 (2254188)|STATEMENT_EXECUTE|[9]
11:43:30.0 (2262625)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:30.0 (2286186)|STATEMENT_EXECUTE|[20]
11:43:30.0 (2287901)|STATEMENT_EXECUTE|[21]
11:43:30.0 (2438803)|HEAP_ALLOCATE|[21]|Bytes:36
11:43:30.0 (2449687)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:43:30.0 (2466456)|STATEMENT_EXECUTE|[13]
11:43:30.0 (2470801)|STATEMENT_EXECUTE|[13]
11:43:30.0 (2475942)|METHOD_EXIT|[13]|TasksSelector
11:43:30.0 (2489898)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:30.0 (2510836)|STATEMENT_EXECUTE|[103]
11:43:30.0 (2513223)|STATEMENT_EXECUTE|[104]
11:43:30.0 (2517177)|HEAP_ALLOCATE|[104]|Bytes:95
11:43:30.0 (2536872)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:30.0 (2547843)|HEAP_ALLOCATE|[104]|Bytes:7
11:43:30.0 (8065049)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:30.0 (8080029)|HEAP_ALLOCATE|[104]|Bytes:0
11:43:30.0 (8176879)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:30.0 (8193186)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:30.0 (8240401)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:30.0 (8248345)|HEAP_ALLOCATE|[9]|Bytes:4
11:43:30.0 (8252590)|STATEMENT_EXECUTE|[10]
11:43:30.0 (8259981)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
