41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:40:58.0 (63241)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:40:58.0 (94159)|EXECUTION_STARTED
11:40:58.0 (97946)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:40:58.0 (1085230)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:40:58.0 (1232168)|HEAP_ALLOCATE|[72]|Bytes:3
11:40:58.0 (1273561)|HEAP_ALLOCATE|[77]|Bytes:152
11:40:58.0 (1288656)|HEAP_ALLOCATE|[342]|Bytes:408
11:40:58.0 (1303918)|HEAP_ALLOCATE|[355]|Bytes:408
11:40:58.0 (1317062)|HEAP_ALLOCATE|[467]|Bytes:48
11:40:58.0 (1342999)|HEAP_ALLOCATE|[139]|Bytes:6
11:40:58.0 (1408670)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:40:58.0 (1414004)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:40:58.0 (1425036)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:40:58.0 (1430332)|STATEMENT_EXECUTE|[1]
11:40:58.0 (1435025)|STATEMENT_EXECUTE|[1]
11:40:58.0 (1462654)|HEAP_ALLOCATE|[50]|Bytes:5
11:40:58.0 (1483867)|HEAP_ALLOCATE|[56]|Bytes:5
11:40:58.0 (1491395)|HEAP_ALLOCATE|[64]|Bytes:7
11:40:58.0 (1515817)|STATEMENT_EXECUTE|[3]
11:40:58.0 (1545775)|HEAP_ALLOCATE|[3]|Bytes:85
11:40:58.0 (1554840)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:40:58.0 (1557903)|STATEMENT_EXECUTE|[1]
11:40:58.0 (1564501)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:40:58.0 (1578422)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:40:58.0 (1641001)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:40:58.0 (1658421)|HEAP_ALLOCATE|[3]|Bytes:4
11:40:58.0 (1664047)|STATEMENT_EXECUTE|[36]
11:40:58.0 (1672914)|METHOD_EXIT|[1]|MyProductivity
11:40:58.0 (1692193)|STATEMENT_EXECUTE|[6]
11:40:58.0 (1693947)|STATEMENT_EXECUTE|[7]
11:40:58.0 (1694903)|STATEMENT_EXECUTE|[7]
11:40:58.0 (1695977)|STATEMENT_EXECUTE|[8]
11:40:58.0 (1769382)|HEAP_ALLOCATE|[8]|Bytes:20
