41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:43:56.0 (67742)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:43:56.0 (115762)|EXECUTION_STARTED
11:43:56.0 (121061)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:56.0 (1127213)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:43:56.0 (1233354)|HEAP_ALLOCATE|[72]|Bytes:3
11:43:56.0 (1271738)|HEAP_ALLOCATE|[77]|Bytes:152
11:43:56.0 (1286134)|HEAP_ALLOCATE|[342]|Bytes:408
11:43:56.0 (1300859)|HEAP_ALLOCATE|[355]|Bytes:408
11:43:56.0 (1314356)|HEAP_ALLOCATE|[467]|Bytes:48
11:43:56.0 (1338238)|HEAP_ALLOCATE|[139]|Bytes:6
11:43:56.0 (1397321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:43:56.0 (1402392)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:43:56.0 (1411038)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:43:56.0 (1416571)|STATEMENT_EXECUTE|[1]
11:43:56.0 (1421063)|STATEMENT_EXECUTE|[1]
11:43:56.0 (1444641)|HEAP_ALLOCATE|[50]|Bytes:5
11:43:56.0 (1459374)|HEAP_ALLOCATE|[56]|Bytes:5
11:43:56.0 (1465989)|HEAP_ALLOCATE|[64]|Bytes:7
11:43:56.0 (1488068)|STATEMENT_EXECUTE|[3]
11:43:56.0 (1517670)|HEAP_ALLOCATE|[3]|Bytes:85
11:43:56.0 (1526575)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:43:56.0 (1529524)|STATEMENT_EXECUTE|[1]
11:43:56.0 (1535935)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:43:56.0 (1549432)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:43:56.0 (1605521)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:43:56.0 (1622828)|HEAP_ALLOCATE|[3]|Bytes:4
11:43:56.0 (1628311)|STATEMENT_EXECUTE|[36]
11:43:56.0 (1639007)|METHOD_EXIT|[1]|MyProductivity
11:43:56.0 (1655246)|STATEMENT_EXECUTE|[6]
11:43:56.0 (1657012)|STATEMENT_EXECUTE|[7]
11:43:56.0 (1658102)|STATEMENT_EXECUTE|[7]
11:43:56.0 (1659185)|STATEMENT_EXECUTE|[8]
11:43:56.0 (1718222)|HEAP_ALLOCATE|[8]|Bytes:20
11:43:56.0 (1730829)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:43:56.0 (1751216)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:43:56.0 (1764274)|STATEMENT_EXECUTE|[36]
11:43:56.0 (1765686)|STATEMENT_EXECUTE|[38]
11:43:56.0 (1766771)|STATEMENT_EXECUTE|[40]
11:43:56.0 (1767867)|STATEMENT_EXECUTE|[42]
11:43:56.0 (1768895)|STATEMENT_EXECUTE|[44]
11:43:56.0 (1772176)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:43:56.0 (1776290)|STATEMENT_EXECUTE|[9]
11:43:56.0 (1782371)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:56.0 (1806259)|STATEMENT_EXECUTE|[20]
11:43:56.0 (1808379)|STATEMENT_EXECUTE|[21]
11:43:56.0 (1924055)|HEAP_ALLOCATE|[21]|Bytes:36
11:43:56.0 (1933205)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:43:56.0 (1937042)|STATEMENT_EXECUTE|[13]
11:43:56.0 (1939573)|STATEMENT_EXECUTE|[13]
11:43:56.0 (1942429)|METHOD_EXIT|[13]|TasksSelector
11:43:56.0 (1951784)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:56.0 (1965449)|STATEMENT_EXECUTE|[103]
11:43:56.0 (1966856)|STATEMENT_EXECUTE|[104]
11:43:56.0 (1969248)|HEAP_ALLOCATE|[104]|Bytes:95
11:43:56.0 (1987604)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:56.0 (1998004)|HEAP_ALLOCATE|[104]|Bytes:7
11:43:56.0 (6475325)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:56.0 (6488668)|HEAP_ALLOCATE|[104]|Bytes:0
11:43:56.0 (6581473)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:56.0 (6595009)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:56.0 (6646624)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:56.0 (6653705)|HEAP_ALLOCATE|[9]|Bytes:4
11:43:56.0 (6657922)|STATEMENT_EXECUTE|[10]
11:43:56.0 (6664706)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:43:56.0 (6688476)|STATEMENT_EXECUTE|[24]
11:43:56.0 (6690112)|STATEMENT_EXECUTE|[25]
11:43:56.0 (6698115)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:43:56.0 (6709564)|STATEMENT_EXECUTE|[96]
11:43:56.0 (6710735)|STATEMENT_EXECUTE|[97]
11:43:56.0 (6713924)|HEAP_ALLOCATE|[97]|Bytes:127
11:43:56.0 (6725412)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:56.0 (11125889)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:56.0 (11138896)|HEAP_ALLOCATE|[97]|Bytes:0
11:43:56.0 (11168198)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:56.0 (11180100)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:43:56.0 (11199705)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:43:56.0 (11206062)|HEAP_ALLOCATE|[10]|Bytes:4
11:43:56.0 (11210381)|STATEMENT_EXECUTE|[11]
11:43:56.0 (11216815)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:43:56.0 (11240647)|STATEMENT_EXECUTE|[32]
11:43:56.0 (11242319)|STATEMENT_EXECUTE|[33]
11:43:56.0 (11247648)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:43:56.0 (11252755)|HEAP_ALLOCATE|[11]|Bytes:4
11:43:56.0 (11255634)|STATEMENT_EXECUTE|[12]
11:43:56.0 (11260364)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:43:56.0 (11273447)|STATEMENT_EXECUTE|[28]
11:43:56.0 (11274799)|STATEMENT_EXECUTE|[29]
11:43:56.0 (11277677)|HEAP_ALLOCATE|[29]|Bytes:8
11:43:56.0 (11281643)|HEAP_ALLOCATE|[29]|Bytes:4
11:43:56.0 (11290920)|METHOD_ENTRY|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:43:56.0 (11301920)|STATEMENT_EXECUTE|[87]
11:43:56.0 (11303248)|STATEMENT_EXECUTE|[88]
11:43:56.0 (11305010)|HEAP_ALLOCATE|[88]|Bytes:191
11:43:56.0 (11317399)|HEAP_ALLOCATE|[88]|Bytes:4
11:43:56.0 (11328864)|HEAP_ALLOCATE|[88]|Bytes:7
11:43:56.0 (29612012)|HEAP_ALLOCATE|[88]|Bytes:8
11:43:56.0 (29638178)|HEAP_ALLOCATE|[88]|Bytes:16
11:43:56.0 (29699293)|HEAP_ALLOCATE|[88]|Bytes:8
11:43:56.0 (29722972)|METHOD_EXIT|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:43:56.0 (29754501)|HEAP_ALLOCATE|[29]|Bytes:8
11:43:56.0 (29761662)|HEAP_ALLOCATE|[29]|Bytes:3
11:43:56.0 (29822231)|METHOD_EXIT|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:43:56.0 (29830923)|HEAP_ALLOCATE|[12]|Bytes:4
11:43:56.0 (29835612)|STATEMENT_EXECUTE|[13]
11:43:56.0 (29875972)|CODE_UNIT_FINISHED|MyProductivity.getMyStatistics
11:43:56.0 (30971163)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:56.0 (31009678)|CODE_UNIT_FINISHED|Aura
11:43:56.0 (31033725)|CODE_UNIT_FINISHED|Aura
11:43:56.0 (31849030)|EXECUTION_FINISHED
