41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:41.0 (55379)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:41.0 (85738)|EXECUTION_STARTED
11:42:41.0 (89090)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:41.0 (1072407)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:41.0 (1176839)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:41.0 (1212088)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:41.0 (1227027)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:41.0 (1242456)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:41.0 (1255579)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:41.0 (1280295)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:41.0 (1340015)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:41.0 (1345331)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:41.0 (1356552)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:41.0 (1362333)|STATEMENT_EXECUTE|[1]
11:42:41.0 (1366828)|STATEMENT_EXECUTE|[1]
11:42:41.0 (1394345)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:41.0 (1413312)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:41.0 (1420370)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:41.0 (1444565)|STATEMENT_EXECUTE|[3]
11:42:41.0 (1479379)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:41.0 (1488336)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:41.0 (1491393)|STATEMENT_EXECUTE|[1]
11:42:41.0 (1497780)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:41.0 (1511415)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:41.0 (1566065)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:41.0 (1583018)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:41.0 (1588527)|STATEMENT_EXECUTE|[36]
11:42:41.0 (1598291)|METHOD_EXIT|[1]|MyProductivity
11:42:41.0 (1616518)|STATEMENT_EXECUTE|[6]
11:42:41.0 (1618444)|STATEMENT_EXECUTE|[7]
11:42:41.0 (1619485)|STATEMENT_EXECUTE|[7]
11:42:41.0 (1620538)|STATEMENT_EXECUTE|[8]
11:42:41.0 (1692200)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:41.0 (1704955)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:41.0 (1726085)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:41.0 (1739944)|STATEMENT_EXECUTE|[36]
11:42:41.0 (1741525)|STATEMENT_EXECUTE|[38]
11:42:41.0 (1742612)|STATEMENT_EXECUTE|[40]
11:42:41.0 (1743732)|STATEMENT_EXECUTE|[42]
11:42:41.0 (1744823)|STATEMENT_EXECUTE|[44]
11:42:41.0 (1748231)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:41.0 (1752372)|STATEMENT_EXECUTE|[9]
11:42:41.0 (1759296)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:41.0 (1778105)|STATEMENT_EXECUTE|[20]
11:42:41.0 (1779730)|STATEMENT_EXECUTE|[21]
11:42:41.0 (1896229)|HEAP_ALLOCATE|[21]|Bytes:36
11:42:41.0 (1905410)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:42:41.0 (1909743)|STATEMENT_EXECUTE|[13]
11:42:41.0 (1912217)|STATEMENT_EXECUTE|[13]
11:42:41.0 (1914876)|METHOD_EXIT|[13]|TasksSelector
11:42:41.0 (1925215)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:41.0 (1938466)|STATEMENT_EXECUTE|[103]
11:42:41.0 (1940106)|STATEMENT_EXECUTE|[104]
11:42:41.0 (1942458)|HEAP_ALLOCATE|[104]|Bytes:95
11:42:41.0 (1961275)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:41.0 (1972324)|HEAP_ALLOCATE|[104]|Bytes:7
11:42:41.0 (7321779)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:41.0 (7338311)|HEAP_ALLOCATE|[104]|Bytes:0
11:42:41.0 (7444126)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:41.0 (7463781)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:41.0 (7529197)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:41.0 (7538690)|HEAP_ALLOCATE|[9]|Bytes:4
11:42:41.0 (7543134)|STATEMENT_EXECUTE|[10]
11:42:41.0 (7551937)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:41.0 (7580174)|STATEMENT_EXECUTE|[24]
11:42:41.0 (7581836)|STATEMENT_EXECUTE|[25]
11:42:41.0 (7591221)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:41.0 (7603084)|STATEMENT_EXECUTE|[96]
11:42:41.0 (7604262)|STATEMENT_EXECUTE|[97]
11:42:41.0 (7608219)|HEAP_ALLOCATE|[97]|Bytes:127
11:42:41.0 (7626217)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:41.0 (12477936)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:41.0 (12493574)|HEAP_ALLOCATE|[97]|Bytes:0
11:42:41.0 (12530263)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:41.0 (12547829)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:41.0 (12574219)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:41.0 (12582810)|HEAP_ALLOCATE|[10]|Bytes:4
11:42:41.0 (12587628)|STATEMENT_EXECUTE|[11]
11:42:41.0 (12595535)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:41.0 (12624909)|STATEMENT_EXECUTE|[32]
11:42:41.0 (12626705)|STATEMENT_EXECUTE|[33]
11:42:41.0 (12632578)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:41.0 (12637736)|HEAP_ALLOCATE|[11]|Bytes:4
11:42:41.0 (12640670)|STATEMENT_EXECUTE|[12]
11:42:41.0 (12645701)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:41.0 (12658665)|STATEMENT_EXECUTE|[28]
11:42:41.0 (12659902)|STATEMENT_EXECUTE|[29]
11:42:41.0 (12663968)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:41.0 (12668482)|HEAP_ALLOCATE|[29]|Bytes:4
11:42:41.0 (12679480)|METHOD_ENTRY|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:41.0 (12691188)|STATEMENT_EXECUTE|[87]
11:42:41.0 (12692570)|STATEMENT_EXECUTE|[88]
11:42:41.0 (12694531)|HEAP_ALLOCATE|[88]|Bytes:191
11:42:41.0 (12709616)|HEAP_ALLOCATE|[88]|Bytes:4
11:42:41.0 (12725680)|HEAP_ALLOCATE|[88]|Bytes:7
11:42:41.0 (31691044)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:41.0 (31718701)|HEAP_ALLOCATE|[88]|Bytes:16
11:42:41.0 (31800650)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:41.0 (31825521)|METHOD_EXIT|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:41.0 (31874022)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:41.0 (31883728)|HEAP_ALLOCATE|[29]|Bytes:3
11:42:41.0 (31956161)|METHOD_EXIT|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:41.0 (31966717)|HEAP_ALLOCATE|[12]|Bytes:4
11:42:41.0 (31971967)|STATEMENT_EXECUTE|[13]
11:42:41.0 (32017415)|CODE_UNIT_FINISHED|MyProductivity.getMyStatistics
11:42:41.0 (33161580)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:41.0 (33222768)|CODE_UNIT_FINISHED|Aura
11:42:41.0 (33261831)|CODE_UNIT_FINISHED|Aura
