41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
16:12:40.0 (361529)|USER_INFO|[EXTERNAL]|0050Y000001Zp5P|aneesh.bhat@ef.com.sprintqa|India Standard Time|GMT+05:30
16:12:40.0 (413298)|EXECUTION_STARTED
16:12:40.0 (417003)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000IAWE|InviteCampaignTest.getInitialDataTest
16:12:40.0 (544918)|HEAP_ALLOCATE|[72]|Bytes:3
16:12:40.0 (585284)|HEAP_ALLOCATE|[77]|Bytes:152
16:12:40.0 (600600)|HEAP_ALLOCATE|[342]|Bytes:408
16:12:40.0 (617241)|HEAP_ALLOCATE|[355]|Bytes:408
16:12:40.0 (632616)|HEAP_ALLOCATE|[467]|Bytes:48
16:12:40.0 (657367)|HEAP_ALLOCATE|[139]|Bytes:6
16:12:40.0 (723541)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1301
16:12:40.0 (746250)|METHOD_ENTRY|[6]|01p9E000000IAWE|InviteCampaignTest.InviteCampaignTest()
16:12:40.0 (753944)|STATEMENT_EXECUTE|[6]
16:12:40.0 (759602)|STATEMENT_EXECUTE|[6]
16:12:40.0 (763594)|METHOD_EXIT|[6]|InviteCampaignTest
16:12:40.0 (1289019)|HEAP_ALLOCATE|[50]|Bytes:5
16:12:40.0 (1316294)|HEAP_ALLOCATE|[56]|Bytes:5
16:12:40.0 (1325299)|HEAP_ALLOCATE|[64]|Bytes:7
16:12:40.0 (1366861)|STATEMENT_EXECUTE|[8]
16:12:40.0 (1368911)|STATEMENT_EXECUTE|[9]
16:12:40.0 (1398802)|HEAP_ALLOCATE|[9]|Bytes:63
16:12:40.0 (1408000)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
16:12:40.0 (1411512)|STATEMENT_EXECUTE|[1]
