41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:43:32.0 (77897)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:43:32.0 (115469)|EXECUTION_STARTED
11:43:32.0 (129421)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:32.0 (1143037)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:43:32.0 (1262087)|HEAP_ALLOCATE|[72]|Bytes:3
11:43:32.0 (1293562)|HEAP_ALLOCATE|[77]|Bytes:152
11:43:32.0 (1305869)|HEAP_ALLOCATE|[342]|Bytes:408
11:43:32.0 (1321433)|HEAP_ALLOCATE|[355]|Bytes:408
11:43:32.0 (1334612)|HEAP_ALLOCATE|[467]|Bytes:48
11:43:32.0 (1357870)|HEAP_ALLOCATE|[139]|Bytes:6
11:43:32.0 (1413404)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:43:32.0 (1418716)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:43:32.0 (1427698)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:43:32.0 (1433466)|STATEMENT_EXECUTE|[1]
11:43:32.0 (1437738)|STATEMENT_EXECUTE|[1]
11:43:32.0 (1478180)|HEAP_ALLOCATE|[50]|Bytes:5
11:43:32.0 (1503485)|HEAP_ALLOCATE|[56]|Bytes:5
11:43:32.0 (1516282)|HEAP_ALLOCATE|[64]|Bytes:7
11:43:32.0 (1548195)|STATEMENT_EXECUTE|[3]
11:43:32.0 (1581237)|HEAP_ALLOCATE|[3]|Bytes:85
11:43:32.0 (1591087)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:43:32.0 (1594287)|STATEMENT_EXECUTE|[1]
11:43:32.0 (1600145)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:43:32.0 (1613550)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:43:32.0 (1692609)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:43:32.0 (1709770)|HEAP_ALLOCATE|[3]|Bytes:4
11:43:32.0 (1716107)|STATEMENT_EXECUTE|[36]
11:43:32.0 (1724998)|METHOD_EXIT|[1]|MyProductivity
11:43:32.0 (1743669)|STATEMENT_EXECUTE|[6]
11:43:32.0 (1745344)|STATEMENT_EXECUTE|[7]
11:43:32.0 (1746486)|STATEMENT_EXECUTE|[7]
11:43:32.0 (1747529)|STATEMENT_EXECUTE|[8]
