41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:43:25.0 (85377)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:43:25.0 (135297)|EXECUTION_STARTED
11:43:25.0 (139722)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:25.0 (1269059)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:43:25.0 (1407916)|HEAP_ALLOCATE|[72]|Bytes:3
11:43:25.0 (1451047)|HEAP_ALLOCATE|[77]|Bytes:152
11:43:25.0 (1471510)|HEAP_ALLOCATE|[342]|Bytes:408
11:43:25.0 (1494116)|HEAP_ALLOCATE|[355]|Bytes:408
11:43:25.0 (1508434)|HEAP_ALLOCATE|[467]|Bytes:48
11:43:25.0 (1535782)|HEAP_ALLOCATE|[139]|Bytes:6
11:43:25.0 (1621753)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:43:25.0 (1627790)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:43:25.0 (1639680)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:43:25.0 (1645418)|STATEMENT_EXECUTE|[1]
11:43:25.0 (1650540)|STATEMENT_EXECUTE|[1]
11:43:25.0 (1679581)|HEAP_ALLOCATE|[50]|Bytes:5
11:43:25.0 (1702715)|HEAP_ALLOCATE|[56]|Bytes:5
11:43:25.0 (1710015)|HEAP_ALLOCATE|[64]|Bytes:7
11:43:25.0 (1737245)|STATEMENT_EXECUTE|[3]
11:43:25.0 (1777286)|HEAP_ALLOCATE|[3]|Bytes:85
11:43:25.0 (1791203)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:43:25.0 (1794738)|STATEMENT_EXECUTE|[1]
11:43:25.0 (1802413)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:43:25.0 (1816204)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:43:25.0 (1876213)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:43:25.0 (1893039)|HEAP_ALLOCATE|[3]|Bytes:4
11:43:25.0 (1899047)|STATEMENT_EXECUTE|[36]
11:43:25.0 (1908932)|METHOD_EXIT|[1]|MyProductivity
11:43:25.0 (1928126)|STATEMENT_EXECUTE|[6]
11:43:25.0 (1930006)|STATEMENT_EXECUTE|[7]
11:43:25.0 (1931057)|STATEMENT_EXECUTE|[7]
11:43:25.0 (1932186)|STATEMENT_EXECUTE|[8]
11:43:25.0 (2007751)|HEAP_ALLOCATE|[8]|Bytes:20
11:43:25.0 (2021570)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:43:25.0 (2042125)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:43:25.0 (2055603)|STATEMENT_EXECUTE|[36]
11:43:25.0 (2057049)|STATEMENT_EXECUTE|[38]
11:43:25.0 (2058181)|STATEMENT_EXECUTE|[40]
11:43:25.0 (2059254)|STATEMENT_EXECUTE|[42]
11:43:25.0 (2060525)|STATEMENT_EXECUTE|[44]
11:43:25.0 (2063694)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:43:25.0 (2067837)|STATEMENT_EXECUTE|[9]
11:43:25.0 (2074789)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:25.0 (2093508)|STATEMENT_EXECUTE|[20]
11:43:25.0 (2095089)|STATEMENT_EXECUTE|[21]
11:43:25.0 (2239078)|HEAP_ALLOCATE|[21]|Bytes:36
11:43:25.0 (2253491)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:43:25.0 (2260559)|STATEMENT_EXECUTE|[13]
11:43:25.0 (2264294)|STATEMENT_EXECUTE|[13]
11:43:25.0 (2269130)|METHOD_EXIT|[13]|TasksSelector
11:43:25.0 (2284075)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:25.0 (2303237)|STATEMENT_EXECUTE|[103]
11:43:25.0 (2304932)|STATEMENT_EXECUTE|[104]
11:43:25.0 (2308415)|HEAP_ALLOCATE|[104]|Bytes:95
11:43:25.0 (2340620)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:25.0 (2355611)|HEAP_ALLOCATE|[104]|Bytes:7
11:43:25.0 (8359787)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:25.0 (8379113)|HEAP_ALLOCATE|[104]|Bytes:0
11:43:25.0 (8512707)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:25.0 (8536798)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:25.0 (8623659)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:25.0 (8639378)|HEAP_ALLOCATE|[9]|Bytes:4
11:43:25.0 (8647632)|STATEMENT_EXECUTE|[10]
11:43:25.0 (8660707)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:43:25.0 (8703453)|STATEMENT_EXECUTE|[24]
11:43:25.0 (8707044)|STATEMENT_EXECUTE|[25]
11:43:25.0 (8723403)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:43:25.0 (8744918)|STATEMENT_EXECUTE|[96]
11:43:25.0 (8747042)|STATEMENT_EXECUTE|[97]
11:43:25.0 (8751715)|HEAP_ALLOCATE|[97]|Bytes:127
11:43:25.0 (8772107)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:25.0 (15802399)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:25.0 (15825465)|HEAP_ALLOCATE|[97]|Bytes:0
11:43:25.0 (15887315)|HEAP_ALLOCATE|[97]|Bytes:4
11:43:25.0 (15913580)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:43:25.0 (15950800)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:43:25.0 (15964165)|HEAP_ALLOCATE|[10]|Bytes:4
11:43:25.0 (15971263)|STATEMENT_EXECUTE|[11]
11:43:25.0 (15985025)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:43:25.0 (16030661)|STATEMENT_EXECUTE|[32]
11:43:25.0 (16033849)|STATEMENT_EXECUTE|[33]
11:43:25.0 (16041243)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:43:25.0 (16048778)|HEAP_ALLOCATE|[11]|Bytes:4
11:43:25.0 (16053152)|STATEMENT_EXECUTE|[12]
11:43:25.0 (16059846)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:43:25.0 (16080926)|STATEMENT_EXECUTE|[28]
11:43:25.0 (16082991)|STATEMENT_EXECUTE|[29]
11:43:25.0 (16087192)|HEAP_ALLOCATE|[29]|Bytes:8
11:43:25.0 (16093222)|HEAP_ALLOCATE|[29]|Bytes:4
