41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:13.0 (63221)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:13.0 (92957)|EXECUTION_STARTED
11:42:13.0 (97480)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:13.0 (1565345)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:13.0 (1720960)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:13.0 (1776612)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:13.0 (1801722)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:13.0 (1831356)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:13.0 (1857744)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:13.0 (1899085)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:13.0 (1994159)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:13.0 (2003830)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:13.0 (2018505)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:13.0 (2027423)|STATEMENT_EXECUTE|[1]
11:42:13.0 (2040829)|STATEMENT_EXECUTE|[1]
11:42:13.0 (2085830)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:13.0 (2112897)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:13.0 (2121079)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:13.0 (2149758)|STATEMENT_EXECUTE|[3]
11:42:13.0 (2184382)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:13.0 (2193772)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:13.0 (2197073)|STATEMENT_EXECUTE|[1]
11:42:13.0 (2203635)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:13.0 (2216329)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:13.0 (2274096)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:13.0 (2289729)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:13.0 (2295526)|STATEMENT_EXECUTE|[36]
11:42:13.0 (2305061)|METHOD_EXIT|[1]|MyProductivity
11:42:13.0 (2323341)|STATEMENT_EXECUTE|[6]
11:42:13.0 (2325095)|STATEMENT_EXECUTE|[7]
11:42:13.0 (2326092)|STATEMENT_EXECUTE|[7]
11:42:13.0 (2327135)|STATEMENT_EXECUTE|[8]
11:42:13.0 (2391830)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:13.0 (2404454)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:13.0 (2424385)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
