41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:41:56.0 (58479)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:41:56.0 (111181)|EXECUTION_STARTED
11:41:56.0 (116526)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:41:56.0 (1117038)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:41:56.0 (1236904)|HEAP_ALLOCATE|[72]|Bytes:3
11:41:56.0 (1280576)|HEAP_ALLOCATE|[77]|Bytes:152
11:41:56.0 (1294681)|HEAP_ALLOCATE|[342]|Bytes:408
11:41:56.0 (1309685)|HEAP_ALLOCATE|[355]|Bytes:408
11:41:56.0 (1322920)|HEAP_ALLOCATE|[467]|Bytes:48
11:41:56.0 (1348810)|HEAP_ALLOCATE|[139]|Bytes:6
11:41:56.0 (1426470)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:41:56.0 (1435157)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:41:56.0 (1448049)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:41:56.0 (1453877)|STATEMENT_EXECUTE|[1]
11:41:56.0 (1458704)|STATEMENT_EXECUTE|[1]
11:41:56.0 (1488612)|HEAP_ALLOCATE|[50]|Bytes:5
11:41:56.0 (1509295)|HEAP_ALLOCATE|[56]|Bytes:5
11:41:56.0 (1516627)|HEAP_ALLOCATE|[64]|Bytes:7
11:41:56.0 (1546841)|STATEMENT_EXECUTE|[3]
11:41:56.0 (1578576)|HEAP_ALLOCATE|[3]|Bytes:85
11:41:56.0 (1587817)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:41:56.0 (1592014)|STATEMENT_EXECUTE|[1]
11:41:56.0 (1599459)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:41:56.0 (1613600)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:41:56.0 (1671491)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:41:56.0 (1687513)|HEAP_ALLOCATE|[3]|Bytes:4
11:41:56.0 (1692622)|STATEMENT_EXECUTE|[36]
11:41:56.0 (1702479)|METHOD_EXIT|[1]|MyProductivity
11:41:56.0 (1740932)|STATEMENT_EXECUTE|[6]
11:41:56.0 (1744499)|STATEMENT_EXECUTE|[7]
11:41:56.0 (1746299)|STATEMENT_EXECUTE|[7]
11:41:56.0 (1747884)|STATEMENT_EXECUTE|[8]
11:41:56.0 (1849931)|HEAP_ALLOCATE|[8]|Bytes:20
11:41:56.0 (1865598)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:41:56.0 (1886178)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:41:56.0 (1900300)|STATEMENT_EXECUTE|[36]
11:41:56.0 (1901752)|STATEMENT_EXECUTE|[38]
11:41:56.0 (1902916)|STATEMENT_EXECUTE|[40]
11:41:56.0 (1904002)|STATEMENT_EXECUTE|[42]
11:41:56.0 (1905023)|STATEMENT_EXECUTE|[44]
11:41:56.0 (1908321)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:41:56.0 (1912485)|STATEMENT_EXECUTE|[9]
11:41:56.0 (1919380)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:41:56.0 (1938964)|STATEMENT_EXECUTE|[20]
11:41:56.0 (1940515)|STATEMENT_EXECUTE|[21]
11:41:56.0 (2066401)|HEAP_ALLOCATE|[21]|Bytes:36
11:41:56.0 (2076188)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:41:56.0 (2080364)|STATEMENT_EXECUTE|[13]
11:41:56.0 (2083196)|STATEMENT_EXECUTE|[13]
11:41:56.0 (2086081)|METHOD_EXIT|[13]|TasksSelector
11:41:56.0 (2095460)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:41:56.0 (2108947)|STATEMENT_EXECUTE|[103]
11:41:56.0 (2110453)|STATEMENT_EXECUTE|[104]
11:41:56.0 (2112874)|HEAP_ALLOCATE|[104]|Bytes:95
11:41:56.0 (2131755)|HEAP_ALLOCATE|[104]|Bytes:4
11:41:56.0 (2142091)|HEAP_ALLOCATE|[104]|Bytes:7
11:41:56.0 (7165385)|HEAP_ALLOCATE|[104]|Bytes:4
11:41:56.0 (7186749)|HEAP_ALLOCATE|[104]|Bytes:0
11:41:56.0 (7332521)|HEAP_ALLOCATE|[104]|Bytes:4
11:41:56.0 (7356466)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:41:56.0 (7431593)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:41:56.0 (7445055)|HEAP_ALLOCATE|[9]|Bytes:4
11:41:56.0 (7452802)|STATEMENT_EXECUTE|[10]
11:41:56.0 (7463077)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:41:56.0 (7496935)|STATEMENT_EXECUTE|[24]
11:41:56.0 (7499747)|STATEMENT_EXECUTE|[25]
11:41:56.0 (7514259)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:41:56.0 (7534595)|STATEMENT_EXECUTE|[96]
11:41:56.0 (7536521)|STATEMENT_EXECUTE|[97]
11:41:56.0 (7541575)|HEAP_ALLOCATE|[97]|Bytes:127
11:41:56.0 (7562104)|HEAP_ALLOCATE|[97]|Bytes:4
11:41:56.0 (13188377)|HEAP_ALLOCATE|[97]|Bytes:4
11:41:56.0 (13204739)|HEAP_ALLOCATE|[97]|Bytes:0
11:41:56.0 (13249149)|HEAP_ALLOCATE|[97]|Bytes:4
11:41:56.0 (13269319)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:41:56.0 (13296745)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:41:56.0 (13318997)|HEAP_ALLOCATE|[10]|Bytes:4
11:41:56.0 (13327459)|STATEMENT_EXECUTE|[11]
11:41:56.0 (13340089)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:41:56.0 (13376817)|STATEMENT_EXECUTE|[32]
11:41:56.0 (13379021)|STATEMENT_EXECUTE|[33]
11:41:56.0 (13386391)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:41:56.0 (13392593)|HEAP_ALLOCATE|[11]|Bytes:4
11:41:56.0 (13395965)|STATEMENT_EXECUTE|[12]
11:41:56.0 (13401502)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:41:56.0 (13417204)|STATEMENT_EXECUTE|[28]
11:41:56.0 (13418625)|STATEMENT_EXECUTE|[29]
11:41:56.0 (13422575)|HEAP_ALLOCATE|[29]|Bytes:8
11:41:56.0 (13427399)|HEAP_ALLOCATE|[29]|Bytes:4
11:41:56.0 (13437890)|METHOD_ENTRY|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:41:56.0 (13449538)|STATEMENT_EXECUTE|[87]
11:41:56.0 (13450895)|STATEMENT_EXECUTE|[88]
11:41:56.0 (13452847)|HEAP_ALLOCATE|[88]|Bytes:191
11:41:56.0 (13485810)|HEAP_ALLOCATE|[88]|Bytes:4
11:41:56.0 (13514403)|HEAP_ALLOCATE|[88]|Bytes:7
11:41:56.0 (47874424)|HEAP_ALLOCATE|[88]|Bytes:8
11:41:56.0 (47906565)|HEAP_ALLOCATE|[88]|Bytes:16
11:41:56.0 (48038974)|HEAP_ALLOCATE|[88]|Bytes:8
11:41:56.0 (48071301)|METHOD_EXIT|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:41:56.0 (48126814)|HEAP_ALLOCATE|[29]|Bytes:8
11:41:56.0 (48138892)|HEAP_ALLOCATE|[29]|Bytes:3
11:41:56.0 (48217590)|METHOD_EXIT|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:41:56.0 (48228494)|HEAP_ALLOCATE|[12]|Bytes:4
11:41:56.0 (48234063)|STATEMENT_EXECUTE|[13]
11:41:56.0 (48282299)|CODE_UNIT_FINISHED|MyProductivity.getMyStatistics
11:41:56.0 (49677696)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:41:56.0 (49720965)|CODE_UNIT_FINISHED|Aura
11:41:56.0 (49743938)|CODE_UNIT_FINISHED|Aura
11:41:56.0 (50522996)|EXECUTION_FINISHED
