41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:27.0 (72940)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:27.0 (115450)|EXECUTION_STARTED
11:42:27.0 (121879)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:27.0 (1436251)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:27.0 (1557086)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:27.0 (1598450)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:27.0 (1612145)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:27.0 (1638147)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:27.0 (1653258)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:27.0 (1679164)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:27.0 (1747572)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:27.0 (1752796)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:27.0 (1762704)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:27.0 (1769025)|STATEMENT_EXECUTE|[1]
11:42:27.0 (1773559)|STATEMENT_EXECUTE|[1]
11:42:27.0 (1802448)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:27.0 (1824333)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:27.0 (1831886)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:27.0 (1868910)|STATEMENT_EXECUTE|[3]
11:42:27.0 (1899805)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:27.0 (1908690)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:27.0 (1911846)|STATEMENT_EXECUTE|[1]
11:42:27.0 (1918447)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:27.0 (1930713)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:27.0 (1992993)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:27.0 (2013512)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:27.0 (2020176)|STATEMENT_EXECUTE|[36]
11:42:27.0 (2030475)|METHOD_EXIT|[1]|MyProductivity
11:42:27.0 (2048738)|STATEMENT_EXECUTE|[6]
11:42:27.0 (2050359)|STATEMENT_EXECUTE|[7]
11:42:27.0 (2051380)|STATEMENT_EXECUTE|[7]
11:42:27.0 (2052568)|STATEMENT_EXECUTE|[8]
11:42:27.0 (2123458)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:27.0 (2136393)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:27.0 (2156671)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:27.0 (2170038)|STATEMENT_EXECUTE|[36]
11:42:27.0 (2171548)|STATEMENT_EXECUTE|[38]
11:42:27.0 (2172629)|STATEMENT_EXECUTE|[40]
11:42:27.0 (2173715)|STATEMENT_EXECUTE|[42]
11:42:27.0 (2174749)|STATEMENT_EXECUTE|[44]
11:42:27.0 (2178296)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:27.0 (2182543)|STATEMENT_EXECUTE|[9]
11:42:27.0 (2189054)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:27.0 (2207569)|STATEMENT_EXECUTE|[20]
11:42:27.0 (2209148)|STATEMENT_EXECUTE|[21]
11:42:27.0 (2328722)|HEAP_ALLOCATE|[21]|Bytes:36
11:42:27.0 (2337365)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:42:27.0 (2341514)|STATEMENT_EXECUTE|[13]
11:42:27.0 (2343879)|STATEMENT_EXECUTE|[13]
11:42:27.0 (2346573)|METHOD_EXIT|[13]|TasksSelector
11:42:27.0 (2355925)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:27.0 (2368525)|STATEMENT_EXECUTE|[103]
11:42:27.0 (2370104)|STATEMENT_EXECUTE|[104]
11:42:27.0 (2372408)|HEAP_ALLOCATE|[104]|Bytes:95
11:42:27.0 (2393427)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:27.0 (2404657)|HEAP_ALLOCATE|[104]|Bytes:7
11:42:27.0 (8105453)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:27.0 (8119681)|HEAP_ALLOCATE|[104]|Bytes:0
11:42:27.0 (8229490)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:27.0 (8245469)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:27.0 (8301530)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:27.0 (8310179)|HEAP_ALLOCATE|[9]|Bytes:4
11:42:27.0 (8314443)|STATEMENT_EXECUTE|[10]
