41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:09.0 (56828)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:09.0 (87125)|EXECUTION_STARTED
11:42:09.0 (90726)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:09.0 (1372384)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:09.0 (1481815)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:09.0 (1516991)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:09.0 (1532270)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:09.0 (1547321)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:09.0 (1561552)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:09.0 (1587002)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:09.0 (1649678)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:09.0 (1655123)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:09.0 (1665780)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:09.0 (1671365)|STATEMENT_EXECUTE|[1]
11:42:09.0 (1676118)|STATEMENT_EXECUTE|[1]
11:42:09.0 (1704063)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:09.0 (1727407)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:09.0 (1734722)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:09.0 (1758613)|STATEMENT_EXECUTE|[3]
11:42:09.0 (1789898)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:09.0 (1799033)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:09.0 (1802272)|STATEMENT_EXECUTE|[1]
11:42:09.0 (1808195)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:09.0 (1819548)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:09.0 (1872711)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:09.0 (1894001)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:09.0 (1900530)|STATEMENT_EXECUTE|[36]
11:42:09.0 (1911093)|METHOD_EXIT|[1]|MyProductivity
11:42:09.0 (1929820)|STATEMENT_EXECUTE|[6]
11:42:09.0 (1931522)|STATEMENT_EXECUTE|[7]
11:42:09.0 (1932551)|STATEMENT_EXECUTE|[7]
11:42:09.0 (1933684)|STATEMENT_EXECUTE|[8]
11:42:09.0 (1995477)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:09.0 (2007845)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:09.0 (2033079)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:09.0 (2047254)|STATEMENT_EXECUTE|[36]
11:42:09.0 (2048633)|STATEMENT_EXECUTE|[38]
11:42:09.0 (2049741)|STATEMENT_EXECUTE|[40]
11:42:09.0 (2050897)|STATEMENT_EXECUTE|[42]
11:42:09.0 (2051927)|STATEMENT_EXECUTE|[44]
11:42:09.0 (2055240)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:09.0 (2059326)|STATEMENT_EXECUTE|[9]
11:42:09.0 (2065863)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:09.0 (2084776)|STATEMENT_EXECUTE|[20]
11:42:09.0 (2086436)|STATEMENT_EXECUTE|[21]
11:42:09.0 (2209797)|HEAP_ALLOCATE|[21]|Bytes:36
11:42:09.0 (2218971)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:42:09.0 (2223363)|STATEMENT_EXECUTE|[13]
11:42:09.0 (2225871)|STATEMENT_EXECUTE|[13]
11:42:09.0 (2228594)|METHOD_EXIT|[13]|TasksSelector
11:42:09.0 (2239979)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:09.0 (2253222)|STATEMENT_EXECUTE|[103]
11:42:09.0 (2254709)|STATEMENT_EXECUTE|[104]
11:42:09.0 (2257255)|HEAP_ALLOCATE|[104]|Bytes:95
11:42:09.0 (2276888)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:09.0 (2288093)|HEAP_ALLOCATE|[104]|Bytes:7
11:42:09.0 (7256991)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:09.0 (7271090)|HEAP_ALLOCATE|[104]|Bytes:0
11:42:09.0 (7385197)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:09.0 (7400205)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:09.0 (7451838)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:09.0 (7459544)|HEAP_ALLOCATE|[9]|Bytes:4
11:42:09.0 (7463630)|STATEMENT_EXECUTE|[10]
11:42:09.0 (7470726)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:09.0 (7495528)|STATEMENT_EXECUTE|[24]
11:42:09.0 (7497187)|STATEMENT_EXECUTE|[25]
11:42:09.0 (7505652)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:09.0 (7516830)|STATEMENT_EXECUTE|[96]
11:42:09.0 (7517958)|STATEMENT_EXECUTE|[97]
11:42:09.0 (7521318)|HEAP_ALLOCATE|[97]|Bytes:127
11:42:09.0 (7534024)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:09.0 (12095221)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:09.0 (12108291)|HEAP_ALLOCATE|[97]|Bytes:0
11:42:09.0 (12138949)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:09.0 (12152021)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:09.0 (12171480)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:09.0 (12178031)|HEAP_ALLOCATE|[10]|Bytes:4
11:42:09.0 (12182274)|STATEMENT_EXECUTE|[11]
11:42:09.0 (12188927)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:09.0 (12213496)|STATEMENT_EXECUTE|[32]
11:42:09.0 (12215119)|STATEMENT_EXECUTE|[33]
11:42:09.0 (12220343)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:09.0 (12225833)|HEAP_ALLOCATE|[11]|Bytes:4
11:42:09.0 (12228577)|STATEMENT_EXECUTE|[12]
11:42:09.0 (12233192)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:09.0 (12245860)|STATEMENT_EXECUTE|[28]
11:42:09.0 (12247319)|STATEMENT_EXECUTE|[29]
11:42:09.0 (12250459)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:09.0 (12254764)|HEAP_ALLOCATE|[29]|Bytes:4
11:42:09.0 (12263571)|METHOD_ENTRY|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:09.0 (12274888)|STATEMENT_EXECUTE|[87]
11:42:09.0 (12276220)|STATEMENT_EXECUTE|[88]
11:42:09.0 (12278205)|HEAP_ALLOCATE|[88]|Bytes:191
11:42:09.0 (12289565)|HEAP_ALLOCATE|[88]|Bytes:4
11:42:09.0 (12301911)|HEAP_ALLOCATE|[88]|Bytes:7
11:42:09.0 (31549317)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:09.0 (31577893)|HEAP_ALLOCATE|[88]|Bytes:16
11:42:09.0 (31652881)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:09.0 (31674800)|METHOD_EXIT|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:09.0 (31717629)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:09.0 (31726389)|HEAP_ALLOCATE|[29]|Bytes:3
11:42:09.0 (31794311)|METHOD_EXIT|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:09.0 (31802277)|HEAP_ALLOCATE|[12]|Bytes:4
11:42:09.0 (31806936)|STATEMENT_EXECUTE|[13]
11:42:09.0 (31853492)|CODE_UNIT_FINISHED|MyProductivity.getMyStatistics
11:42:09.0 (33456210)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:09.0 (33500424)|CODE_UNIT_FINISHED|Aura
11:42:09.0 (33524939)|CODE_UNIT_FINISHED|Aura
11:42:09.0 (34313519)|EXECUTION_FINISHED
