41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:56.0 (74220)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:56.0 (110242)|EXECUTION_STARTED
11:42:56.0 (113364)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:56.0 (1510852)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:56.0 (1626390)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:56.0 (1661972)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:56.0 (1676489)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:56.0 (1691828)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:56.0 (1705104)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:56.0 (1730080)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:56.0 (1794923)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:56.0 (1800373)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:56.0 (1810288)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:56.0 (1816055)|STATEMENT_EXECUTE|[1]
11:42:56.0 (1820437)|STATEMENT_EXECUTE|[1]
11:42:56.0 (1846439)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:56.0 (1865115)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:56.0 (1872218)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:56.0 (1897582)|STATEMENT_EXECUTE|[3]
11:42:56.0 (1927176)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:56.0 (1935584)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:56.0 (1938947)|STATEMENT_EXECUTE|[1]
11:42:56.0 (1945843)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:56.0 (1960372)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:56.0 (2016664)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:56.0 (2034322)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:56.0 (2040488)|STATEMENT_EXECUTE|[36]
11:42:56.0 (2049343)|METHOD_EXIT|[1]|MyProductivity
11:42:56.0 (2067635)|STATEMENT_EXECUTE|[6]
11:42:56.0 (2069310)|STATEMENT_EXECUTE|[7]
11:42:56.0 (2070385)|STATEMENT_EXECUTE|[7]
11:42:56.0 (2071477)|STATEMENT_EXECUTE|[8]
11:42:56.0 (2143936)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:56.0 (2157162)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:56.0 (2177911)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:56.0 (2190906)|STATEMENT_EXECUTE|[36]
11:42:56.0 (2192417)|STATEMENT_EXECUTE|[38]
11:42:56.0 (2193984)|STATEMENT_EXECUTE|[40]
11:42:56.0 (2195570)|STATEMENT_EXECUTE|[42]
11:42:56.0 (2196942)|STATEMENT_EXECUTE|[44]
11:42:56.0 (2201162)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:56.0 (2205520)|STATEMENT_EXECUTE|[9]
11:42:56.0 (2212268)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:56.0 (2233162)|STATEMENT_EXECUTE|[20]
11:42:56.0 (2234710)|STATEMENT_EXECUTE|[21]
11:42:56.0 (2363959)|HEAP_ALLOCATE|[21]|Bytes:36
11:42:56.0 (2373831)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:42:56.0 (2378280)|STATEMENT_EXECUTE|[13]
11:42:56.0 (2380758)|STATEMENT_EXECUTE|[13]
11:42:56.0 (2383506)|METHOD_EXIT|[13]|TasksSelector
11:42:56.0 (2392999)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:56.0 (2405789)|STATEMENT_EXECUTE|[103]
11:42:56.0 (2407286)|STATEMENT_EXECUTE|[104]
11:42:56.0 (2409410)|HEAP_ALLOCATE|[104]|Bytes:95
11:42:56.0 (2428065)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:56.0 (2438550)|HEAP_ALLOCATE|[104]|Bytes:7
11:42:56.0 (7355625)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:56.0 (7369328)|HEAP_ALLOCATE|[104]|Bytes:0
11:42:56.0 (7467261)|HEAP_ALLOCATE|[104]|Bytes:4
11:42:56.0 (7482498)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:42:56.0 (7537373)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:56.0 (7545481)|HEAP_ALLOCATE|[9]|Bytes:4
11:42:56.0 (7549798)|STATEMENT_EXECUTE|[10]
11:42:56.0 (7557094)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:56.0 (7582924)|STATEMENT_EXECUTE|[24]
11:42:56.0 (7584729)|STATEMENT_EXECUTE|[25]
11:42:56.0 (7593837)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:56.0 (7605672)|STATEMENT_EXECUTE|[96]
11:42:56.0 (7606833)|STATEMENT_EXECUTE|[97]
11:42:56.0 (7610157)|HEAP_ALLOCATE|[97]|Bytes:127
11:42:56.0 (7624461)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:56.0 (12244518)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:56.0 (12259156)|HEAP_ALLOCATE|[97]|Bytes:0
11:42:56.0 (12290926)|HEAP_ALLOCATE|[97]|Bytes:4
11:42:56.0 (12304301)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:42:56.0 (12324532)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:42:56.0 (12330807)|HEAP_ALLOCATE|[10]|Bytes:4
11:42:56.0 (12334849)|STATEMENT_EXECUTE|[11]
11:42:56.0 (12341591)|METHOD_ENTRY|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:56.0 (12367915)|STATEMENT_EXECUTE|[32]
11:42:56.0 (12369651)|STATEMENT_EXECUTE|[33]
11:42:56.0 (12375179)|METHOD_EXIT|[11]|01p9E000000OaMG|MyProductivity.calculateWeeksBooked()
11:42:56.0 (12380509)|HEAP_ALLOCATE|[11]|Bytes:4
11:42:56.0 (12383118)|STATEMENT_EXECUTE|[12]
11:42:56.0 (12388016)|METHOD_ENTRY|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:56.0 (12401352)|STATEMENT_EXECUTE|[28]
11:42:56.0 (12402749)|STATEMENT_EXECUTE|[29]
11:42:56.0 (12405880)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:56.0 (12410073)|HEAP_ALLOCATE|[29]|Bytes:4
11:42:56.0 (12418967)|METHOD_ENTRY|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:56.0 (12429921)|STATEMENT_EXECUTE|[87]
11:42:56.0 (12431341)|STATEMENT_EXECUTE|[88]
11:42:56.0 (12433186)|HEAP_ALLOCATE|[88]|Bytes:191
11:42:56.0 (12444102)|HEAP_ALLOCATE|[88]|Bytes:4
11:42:56.0 (12456545)|HEAP_ALLOCATE|[88]|Bytes:7
11:42:56.0 (32537940)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:56.0 (32573411)|HEAP_ALLOCATE|[88]|Bytes:16
11:42:56.0 (32679741)|HEAP_ALLOCATE|[88]|Bytes:8
11:42:56.0 (32710811)|METHOD_EXIT|[29]|01p9E000000B0Gj|TasksSelector.getTodaysTasksByTypeAndWhoType(String, String)
11:42:56.0 (32763806)|HEAP_ALLOCATE|[29]|Bytes:8
11:42:56.0 (32774639)|HEAP_ALLOCATE|[29]|Bytes:3
11:42:56.0 (32855019)|METHOD_EXIT|[12]|01p9E000000OaMG|MyProductivity.myLeads()
11:42:56.0 (32866860)|HEAP_ALLOCATE|[12]|Bytes:4
11:42:56.0 (32873602)|STATEMENT_EXECUTE|[13]
11:42:56.0 (32925058)|CODE_UNIT_FINISHED|MyProductivity.getMyStatistics
11:42:56.0 (34028609)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:56.0 (34071202)|CODE_UNIT_FINISHED|Aura
11:42:56.0 (34096765)|CODE_UNIT_FINISHED|Aura
11:42:56.0 (35002986)|EXECUTION_FINISHED
