41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:40:38.0 (61882)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:40:38.0 (104240)|EXECUTION_STARTED
11:40:38.0 (108228)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:40:38.0 (1186267)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:40:38.0 (1305845)|HEAP_ALLOCATE|[72]|Bytes:3
11:40:38.0 (1347716)|HEAP_ALLOCATE|[77]|Bytes:152
11:40:38.0 (1365302)|HEAP_ALLOCATE|[342]|Bytes:408
11:40:38.0 (1380593)|HEAP_ALLOCATE|[355]|Bytes:408
11:40:38.0 (1393592)|HEAP_ALLOCATE|[467]|Bytes:48
11:40:38.0 (1421026)|HEAP_ALLOCATE|[139]|Bytes:6
11:40:38.0 (1481962)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:40:38.0 (1487336)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:40:38.0 (1497294)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:40:38.0 (1503317)|STATEMENT_EXECUTE|[1]
11:40:38.0 (1508383)|STATEMENT_EXECUTE|[1]
11:40:38.0 (1537858)|HEAP_ALLOCATE|[50]|Bytes:5
11:40:38.0 (1559418)|HEAP_ALLOCATE|[56]|Bytes:5
11:40:38.0 (1566645)|HEAP_ALLOCATE|[64]|Bytes:7
11:40:38.0 (1590878)|STATEMENT_EXECUTE|[3]
11:40:38.0 (1621308)|HEAP_ALLOCATE|[3]|Bytes:85
11:40:38.0 (1629787)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:40:38.0 (1632830)|STATEMENT_EXECUTE|[1]
11:40:38.0 (1639097)|SYSTEM_METHOD_EXIT|[1]|UserInfo
