41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:42:25.0 (70111)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:42:25.0 (102722)|EXECUTION_STARTED
11:42:25.0 (107246)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:42:25.0 (1132717)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:42:25.0 (1251210)|HEAP_ALLOCATE|[72]|Bytes:3
11:42:25.0 (1290224)|HEAP_ALLOCATE|[77]|Bytes:152
11:42:25.0 (1304172)|HEAP_ALLOCATE|[342]|Bytes:408
11:42:25.0 (1319990)|HEAP_ALLOCATE|[355]|Bytes:408
11:42:25.0 (1333220)|HEAP_ALLOCATE|[467]|Bytes:48
11:42:25.0 (1358137)|HEAP_ALLOCATE|[139]|Bytes:6
11:42:25.0 (1425524)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:42:25.0 (1430664)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:42:25.0 (1441436)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:42:25.0 (1446964)|STATEMENT_EXECUTE|[1]
11:42:25.0 (1451167)|STATEMENT_EXECUTE|[1]
11:42:25.0 (1479578)|HEAP_ALLOCATE|[50]|Bytes:5
11:42:25.0 (1501090)|HEAP_ALLOCATE|[56]|Bytes:5
11:42:25.0 (1507616)|HEAP_ALLOCATE|[64]|Bytes:7
11:42:25.0 (1533821)|STATEMENT_EXECUTE|[3]
11:42:25.0 (1564258)|HEAP_ALLOCATE|[3]|Bytes:85
11:42:25.0 (1573288)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:42:25.0 (1576544)|STATEMENT_EXECUTE|[1]
11:42:25.0 (1583153)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:42:25.0 (1595739)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:42:25.0 (1657803)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:42:25.0 (1673605)|HEAP_ALLOCATE|[3]|Bytes:4
11:42:25.0 (1678964)|STATEMENT_EXECUTE|[36]
11:42:25.0 (1688994)|METHOD_EXIT|[1]|MyProductivity
11:42:25.0 (1708683)|STATEMENT_EXECUTE|[6]
11:42:25.0 (1710424)|STATEMENT_EXECUTE|[7]
11:42:25.0 (1711596)|STATEMENT_EXECUTE|[7]
11:42:25.0 (1712765)|STATEMENT_EXECUTE|[8]
11:42:25.0 (1790624)|HEAP_ALLOCATE|[8]|Bytes:20
11:42:25.0 (1804221)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:42:25.0 (1824483)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:42:25.0 (1838113)|STATEMENT_EXECUTE|[36]
11:42:25.0 (1839815)|STATEMENT_EXECUTE|[38]
11:42:25.0 (1840875)|STATEMENT_EXECUTE|[40]
11:42:25.0 (1841951)|STATEMENT_EXECUTE|[42]
11:42:25.0 (1842980)|STATEMENT_EXECUTE|[44]
11:42:25.0 (1846383)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:42:25.0 (1850760)|STATEMENT_EXECUTE|[9]
11:42:25.0 (1857462)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:42:25.0 (1876857)|STATEMENT_EXECUTE|[20]
11:42:25.0 (1878314)|STATEMENT_EXECUTE|[21]
11:42:25.0 (1999219)|HEAP_ALLOCATE|[21]|Bytes:36
11:42:25.0 (2008434)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
