41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:41:58.0 (55501)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:41:58.0 (83704)|EXECUTION_STARTED
11:41:58.0 (87248)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:41:58.0 (1284676)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:41:58.0 (1432874)|HEAP_ALLOCATE|[72]|Bytes:3
11:41:58.0 (1476303)|HEAP_ALLOCATE|[77]|Bytes:152
11:41:58.0 (1497681)|HEAP_ALLOCATE|[342]|Bytes:408
11:41:58.0 (1523246)|HEAP_ALLOCATE|[355]|Bytes:408
11:41:58.0 (1544159)|HEAP_ALLOCATE|[467]|Bytes:48
11:41:58.0 (1572827)|HEAP_ALLOCATE|[139]|Bytes:6
11:41:58.0 (1633088)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:41:58.0 (1638181)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:41:58.0 (1651678)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:41:58.0 (1659944)|STATEMENT_EXECUTE|[1]
11:41:58.0 (1758650)|STATEMENT_EXECUTE|[1]
11:41:58.0 (1811347)|HEAP_ALLOCATE|[50]|Bytes:5
11:41:58.0 (1856764)|HEAP_ALLOCATE|[56]|Bytes:5
11:41:58.0 (1871891)|HEAP_ALLOCATE|[64]|Bytes:7
11:41:58.0 (1912007)|STATEMENT_EXECUTE|[3]
11:41:58.0 (1958562)|HEAP_ALLOCATE|[3]|Bytes:85
11:41:58.0 (1970584)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:41:58.0 (1973841)|STATEMENT_EXECUTE|[1]
11:41:58.0 (1981179)|SYSTEM_METHOD_EXIT|[1]|UserInfo
