41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:40:05.0 (63748)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:40:05.0 (101651)|EXECUTION_STARTED
11:40:05.0 (107890)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:40:05.0 (1149493)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:40:05.0 (1279125)|HEAP_ALLOCATE|[72]|Bytes:3
11:40:05.0 (1332345)|HEAP_ALLOCATE|[77]|Bytes:152
11:40:05.0 (1350205)|HEAP_ALLOCATE|[342]|Bytes:408
11:40:05.0 (1364861)|HEAP_ALLOCATE|[355]|Bytes:408
11:40:05.0 (1378235)|HEAP_ALLOCATE|[467]|Bytes:48
11:40:05.0 (1417425)|HEAP_ALLOCATE|[139]|Bytes:6
11:40:05.0 (1495797)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:40:05.0 (1513821)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:40:05.0 (1529250)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:40:05.0 (1538087)|STATEMENT_EXECUTE|[1]
11:40:05.0 (1543947)|STATEMENT_EXECUTE|[1]
11:40:05.0 (1575591)|HEAP_ALLOCATE|[50]|Bytes:5
11:40:05.0 (1598399)|HEAP_ALLOCATE|[56]|Bytes:5
11:40:05.0 (1605797)|HEAP_ALLOCATE|[64]|Bytes:7
11:40:05.0 (1644128)|STATEMENT_EXECUTE|[3]
11:40:05.0 (1685118)|HEAP_ALLOCATE|[3]|Bytes:85
11:40:05.0 (1696672)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:40:05.0 (1699894)|STATEMENT_EXECUTE|[1]
11:40:05.0 (1707743)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:40:05.0 (1721601)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:40:05.0 (1801225)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:40:05.0 (1821312)|HEAP_ALLOCATE|[3]|Bytes:4
11:40:05.0 (1827603)|STATEMENT_EXECUTE|[36]
11:40:05.0 (1848480)|METHOD_EXIT|[1]|MyProductivity
11:40:05.0 (1878857)|STATEMENT_EXECUTE|[6]
11:40:05.0 (1881112)|STATEMENT_EXECUTE|[7]
11:40:05.0 (1882237)|STATEMENT_EXECUTE|[7]
11:40:05.0 (1883432)|STATEMENT_EXECUTE|[8]
11:40:05.0 (1982848)|HEAP_ALLOCATE|[8]|Bytes:20
11:40:05.0 (1999396)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:40:05.0 (2024180)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
