41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:40:14.0 (74289)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:40:14.0 (123748)|EXECUTION_STARTED
11:40:14.0 (129091)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:40:14.0 (1239323)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:40:14.0 (1365436)|HEAP_ALLOCATE|[72]|Bytes:3
11:40:14.0 (1417366)|HEAP_ALLOCATE|[77]|Bytes:152
11:40:14.0 (1440382)|HEAP_ALLOCATE|[342]|Bytes:408
11:40:14.0 (1457113)|HEAP_ALLOCATE|[355]|Bytes:408
11:40:14.0 (1470226)|HEAP_ALLOCATE|[467]|Bytes:48
11:40:14.0 (1509341)|HEAP_ALLOCATE|[139]|Bytes:6
11:40:14.0 (1570604)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:40:14.0 (1586214)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:40:14.0 (1601897)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:40:14.0 (1610274)|STATEMENT_EXECUTE|[1]
11:40:14.0 (1617590)|STATEMENT_EXECUTE|[1]
11:40:14.0 (1645987)|HEAP_ALLOCATE|[50]|Bytes:5
11:40:14.0 (1667933)|HEAP_ALLOCATE|[56]|Bytes:5
11:40:14.0 (1691033)|HEAP_ALLOCATE|[64]|Bytes:7
11:40:14.0 (1724982)|STATEMENT_EXECUTE|[3]
11:40:14.0 (1768389)|HEAP_ALLOCATE|[3]|Bytes:85
11:40:14.0 (1782014)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:40:14.0 (1786844)|STATEMENT_EXECUTE|[1]
11:40:14.0 (1797641)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:40:14.0 (1814255)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:40:14.0 (1900749)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:40:14.0 (1926416)|HEAP_ALLOCATE|[3]|Bytes:4
11:40:14.0 (1933894)|STATEMENT_EXECUTE|[36]
11:40:14.0 (1955184)|METHOD_EXIT|[1]|MyProductivity
11:40:14.0 (1984496)|STATEMENT_EXECUTE|[6]
11:40:14.0 (1986659)|STATEMENT_EXECUTE|[7]
11:40:14.0 (1987708)|STATEMENT_EXECUTE|[7]
11:40:14.0 (1988750)|STATEMENT_EXECUTE|[8]
11:40:14.0 (2084387)|HEAP_ALLOCATE|[8]|Bytes:20
11:40:14.0 (2100305)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:40:14.0 (2134134)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:40:14.0 (2157409)|STATEMENT_EXECUTE|[36]
11:40:14.0 (2159332)|STATEMENT_EXECUTE|[38]
11:40:14.0 (2160440)|STATEMENT_EXECUTE|[40]
11:40:14.0 (2161600)|STATEMENT_EXECUTE|[42]
11:40:14.0 (2162641)|STATEMENT_EXECUTE|[44]
11:40:14.0 (2166409)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:40:14.0 (2171117)|STATEMENT_EXECUTE|[9]
11:40:14.0 (2178526)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:40:14.0 (2200655)|STATEMENT_EXECUTE|[20]
11:40:14.0 (2202327)|STATEMENT_EXECUTE|[21]
11:40:14.0 (2384159)|HEAP_ALLOCATE|[21]|Bytes:36
11:40:14.0 (2395816)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:40:14.0 (2411355)|STATEMENT_EXECUTE|[13]
11:40:14.0 (2415608)|STATEMENT_EXECUTE|[13]
11:40:14.0 (2421133)|METHOD_EXIT|[13]|TasksSelector
11:40:14.0 (2436080)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:40:14.0 (2453612)|STATEMENT_EXECUTE|[103]
11:40:14.0 (2455239)|STATEMENT_EXECUTE|[104]
11:40:14.0 (2458277)|HEAP_ALLOCATE|[104]|Bytes:95
11:40:14.0 (2475289)|HEAP_ALLOCATE|[104]|Bytes:4
11:40:14.0 (2485252)|HEAP_ALLOCATE|[104]|Bytes:7
11:40:14.0 (7923972)|HEAP_ALLOCATE|[104]|Bytes:4
11:40:14.0 (7941582)|HEAP_ALLOCATE|[104]|Bytes:0
11:40:14.0 (8071104)|HEAP_ALLOCATE|[104]|Bytes:4
