41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:43:19.0 (55303)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:43:19.0 (88007)|EXECUTION_STARTED
11:43:19.0 (92306)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:43:19.0 (1295085)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:43:19.0 (1407293)|HEAP_ALLOCATE|[72]|Bytes:3
11:43:19.0 (1447323)|HEAP_ALLOCATE|[77]|Bytes:152
11:43:19.0 (1461264)|HEAP_ALLOCATE|[342]|Bytes:408
11:43:19.0 (1476467)|HEAP_ALLOCATE|[355]|Bytes:408
11:43:19.0 (1489510)|HEAP_ALLOCATE|[467]|Bytes:48
11:43:19.0 (1514850)|HEAP_ALLOCATE|[139]|Bytes:6
11:43:19.0 (1576200)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:43:19.0 (1581533)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:43:19.0 (1591445)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:43:19.0 (1597295)|STATEMENT_EXECUTE|[1]
11:43:19.0 (1601504)|STATEMENT_EXECUTE|[1]
11:43:19.0 (1628930)|HEAP_ALLOCATE|[50]|Bytes:5
11:43:19.0 (1649396)|HEAP_ALLOCATE|[56]|Bytes:5
11:43:19.0 (1656192)|HEAP_ALLOCATE|[64]|Bytes:7
11:43:19.0 (1679016)|STATEMENT_EXECUTE|[3]
11:43:19.0 (1709930)|HEAP_ALLOCATE|[3]|Bytes:85
11:43:19.0 (1719199)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:43:19.0 (1722545)|STATEMENT_EXECUTE|[1]
11:43:19.0 (1728673)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:43:19.0 (1741026)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:43:19.0 (1801867)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:43:19.0 (1818380)|HEAP_ALLOCATE|[3]|Bytes:4
11:43:19.0 (1823944)|STATEMENT_EXECUTE|[36]
11:43:19.0 (1833946)|METHOD_EXIT|[1]|MyProductivity
11:43:19.0 (1852478)|STATEMENT_EXECUTE|[6]
11:43:19.0 (1854368)|STATEMENT_EXECUTE|[7]
11:43:19.0 (1855471)|STATEMENT_EXECUTE|[7]
11:43:19.0 (1856635)|STATEMENT_EXECUTE|[8]
11:43:19.0 (1923049)|HEAP_ALLOCATE|[8]|Bytes:20
11:43:19.0 (1936484)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:43:19.0 (1956869)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:43:19.0 (1970232)|STATEMENT_EXECUTE|[36]
11:43:19.0 (1971705)|STATEMENT_EXECUTE|[38]
11:43:19.0 (1972807)|STATEMENT_EXECUTE|[40]
11:43:19.0 (1973912)|STATEMENT_EXECUTE|[42]
11:43:19.0 (1974924)|STATEMENT_EXECUTE|[44]
11:43:19.0 (1978378)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:43:19.0 (1982485)|STATEMENT_EXECUTE|[9]
11:43:19.0 (1988912)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:43:19.0 (2007596)|STATEMENT_EXECUTE|[20]
11:43:19.0 (2009699)|STATEMENT_EXECUTE|[21]
11:43:19.0 (2129772)|HEAP_ALLOCATE|[21]|Bytes:36
11:43:19.0 (2138761)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:43:19.0 (2142813)|STATEMENT_EXECUTE|[13]
11:43:19.0 (2145302)|STATEMENT_EXECUTE|[13]
11:43:19.0 (2148006)|METHOD_EXIT|[13]|TasksSelector
11:43:19.0 (2157436)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:43:19.0 (2170205)|STATEMENT_EXECUTE|[103]
11:43:19.0 (2171752)|STATEMENT_EXECUTE|[104]
11:43:19.0 (2174202)|HEAP_ALLOCATE|[104]|Bytes:95
11:43:19.0 (2194270)|HEAP_ALLOCATE|[104]|Bytes:4
11:43:19.0 (2205472)|HEAP_ALLOCATE|[104]|Bytes:7
