41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:44:14.0 (63732)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:44:14.0 (94463)|EXECUTION_STARTED
11:44:14.0 (98680)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:44:14.0 (1267740)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:44:14.0 (1395971)|HEAP_ALLOCATE|[72]|Bytes:3
11:44:14.0 (1448760)|HEAP_ALLOCATE|[77]|Bytes:152
11:44:14.0 (1473272)|HEAP_ALLOCATE|[342]|Bytes:408
11:44:14.0 (1498996)|HEAP_ALLOCATE|[355]|Bytes:408
11:44:14.0 (1523396)|HEAP_ALLOCATE|[467]|Bytes:48
11:44:14.0 (1562645)|HEAP_ALLOCATE|[139]|Bytes:6
11:44:14.0 (1634946)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:44:14.0 (1640194)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:44:14.0 (1650572)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:44:14.0 (1656264)|STATEMENT_EXECUTE|[1]
11:44:14.0 (1661568)|STATEMENT_EXECUTE|[1]
11:44:14.0 (1690066)|HEAP_ALLOCATE|[50]|Bytes:5
11:44:14.0 (1713064)|HEAP_ALLOCATE|[56]|Bytes:5
11:44:14.0 (1719851)|HEAP_ALLOCATE|[64]|Bytes:7
11:44:14.0 (1746823)|STATEMENT_EXECUTE|[3]
11:44:14.0 (1775909)|HEAP_ALLOCATE|[3]|Bytes:85
11:44:14.0 (1784268)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:44:14.0 (1787775)|STATEMENT_EXECUTE|[1]
11:44:14.0 (1793947)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:44:14.0 (1808077)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:44:14.0 (1865845)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:44:14.0 (1884279)|HEAP_ALLOCATE|[3]|Bytes:4
11:44:14.0 (1889986)|STATEMENT_EXECUTE|[36]
11:44:14.0 (1900461)|METHOD_EXIT|[1]|MyProductivity
11:44:14.0 (1918171)|STATEMENT_EXECUTE|[6]
11:44:14.0 (1919816)|STATEMENT_EXECUTE|[7]
11:44:14.0 (1920796)|STATEMENT_EXECUTE|[7]
11:44:14.0 (1921854)|STATEMENT_EXECUTE|[8]
11:44:14.0 (2020557)|HEAP_ALLOCATE|[8]|Bytes:20
11:44:14.0 (2039153)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:44:14.0 (2061737)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:44:14.0 (2075702)|STATEMENT_EXECUTE|[36]
11:44:14.0 (2077368)|STATEMENT_EXECUTE|[38]
11:44:14.0 (2078433)|STATEMENT_EXECUTE|[40]
11:44:14.0 (2079576)|STATEMENT_EXECUTE|[42]
11:44:14.0 (2080514)|STATEMENT_EXECUTE|[44]
11:44:14.0 (2083873)|CONSTRUCTOR_EXIT|[8]|01p9E000000OaMG|<init>()
11:44:14.0 (2088277)|STATEMENT_EXECUTE|[9]
11:44:14.0 (2094776)|METHOD_ENTRY|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:44:14.0 (2115041)|STATEMENT_EXECUTE|[20]
11:44:14.0 (2116642)|STATEMENT_EXECUTE|[21]
11:44:14.0 (2272635)|HEAP_ALLOCATE|[21]|Bytes:36
11:44:14.0 (2283071)|METHOD_ENTRY|[13]|01p9E000000B0Gj|TasksSelector.TasksSelector()
11:44:14.0 (2287438)|STATEMENT_EXECUTE|[13]
11:44:14.0 (2290256)|STATEMENT_EXECUTE|[13]
11:44:14.0 (2293312)|METHOD_EXIT|[13]|TasksSelector
11:44:14.0 (2317226)|METHOD_ENTRY|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:44:14.0 (2337851)|STATEMENT_EXECUTE|[103]
11:44:14.0 (2339519)|STATEMENT_EXECUTE|[104]
11:44:14.0 (2342551)|HEAP_ALLOCATE|[104]|Bytes:95
11:44:14.0 (2364894)|HEAP_ALLOCATE|[104]|Bytes:4
11:44:14.0 (2377377)|HEAP_ALLOCATE|[104]|Bytes:7
11:44:14.0 (8564749)|HEAP_ALLOCATE|[104]|Bytes:4
11:44:14.0 (8583160)|HEAP_ALLOCATE|[104]|Bytes:0
11:44:14.0 (8696502)|HEAP_ALLOCATE|[104]|Bytes:4
11:44:14.0 (8713827)|METHOD_EXIT|[21]|01p9E000000B0Gj|TasksSelector.getTasksClosedTodayByUser(Id)
11:44:14.0 (8773568)|METHOD_EXIT|[9]|01p9E000000OaMG|MyProductivity.calculateMyCompletedTasks()
11:44:14.0 (8782157)|HEAP_ALLOCATE|[9]|Bytes:4
11:44:14.0 (8786304)|STATEMENT_EXECUTE|[10]
11:44:14.0 (8794413)|METHOD_ENTRY|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:44:14.0 (8821512)|STATEMENT_EXECUTE|[24]
11:44:14.0 (8823225)|STATEMENT_EXECUTE|[25]
11:44:14.0 (8833218)|METHOD_ENTRY|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:44:14.0 (8845168)|STATEMENT_EXECUTE|[96]
11:44:14.0 (8846337)|STATEMENT_EXECUTE|[97]
11:44:14.0 (8849567)|HEAP_ALLOCATE|[97]|Bytes:127
11:44:14.0 (8865159)|HEAP_ALLOCATE|[97]|Bytes:4
11:44:14.0 (14119402)|HEAP_ALLOCATE|[97]|Bytes:4
11:44:14.0 (14146499)|HEAP_ALLOCATE|[97]|Bytes:0
11:44:14.0 (14200063)|HEAP_ALLOCATE|[97]|Bytes:4
11:44:14.0 (14220346)|METHOD_EXIT|[25]|01p9E000000B0Gj|TasksSelector.getTodaysCallTasksReachedByUser(Id)
11:44:14.0 (14252976)|METHOD_EXIT|[10]|01p9E000000OaMG|MyProductivity.calculateMyReachedTasks()
11:44:14.0 (14265868)|HEAP_ALLOCATE|[10]|Bytes:4
