41.0 APEX_CODE,FINER;APEX_PROFILING,ERROR;CALLOUT,ERROR;DB,ERROR;SYSTEM,ERROR;VALIDATION,ERROR;VISUALFORCE,ERROR;WAVE,NONE;WORKFLOW,ERROR
11:41:24.0 (72683)|USER_INFO|[EXTERNAL]|0059E000002qaT2|arkadiusz.celej@ef.com.sprintqa|Central European Time|GMT+01:00
11:41:24.0 (116992)|EXECUTION_STARTED
11:41:24.0 (122377)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
11:41:24.0 (1388148)|CODE_UNIT_STARTED|[EXTERNAL]|01p9E000000OaMG|MyProductivity.getMyStatistics
11:41:24.0 (1548989)|HEAP_ALLOCATE|[72]|Bytes:3
11:41:24.0 (1595731)|HEAP_ALLOCATE|[77]|Bytes:152
11:41:24.0 (1621772)|HEAP_ALLOCATE|[342]|Bytes:408
11:41:24.0 (1650926)|HEAP_ALLOCATE|[355]|Bytes:408
11:41:24.0 (1677315)|HEAP_ALLOCATE|[467]|Bytes:48
11:41:24.0 (1719677)|HEAP_ALLOCATE|[139]|Bytes:6
11:41:24.0 (1822179)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:41:24.0 (1832766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
11:41:24.0 (1846725)|METHOD_ENTRY|[1]|01p9E000000OaMG|MyProductivity.MyProductivity()
11:41:24.0 (1855338)|STATEMENT_EXECUTE|[1]
11:41:24.0 (1861625)|STATEMENT_EXECUTE|[1]
11:41:24.0 (1900126)|HEAP_ALLOCATE|[50]|Bytes:5
11:41:24.0 (1937912)|HEAP_ALLOCATE|[56]|Bytes:5
11:41:24.0 (1955903)|HEAP_ALLOCATE|[64]|Bytes:7
11:41:24.0 (1993892)|STATEMENT_EXECUTE|[3]
11:41:24.0 (2045598)|HEAP_ALLOCATE|[3]|Bytes:85
11:41:24.0 (2063096)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
11:41:24.0 (2068898)|STATEMENT_EXECUTE|[1]
11:41:24.0 (2080750)|SYSTEM_METHOD_EXIT|[1]|UserInfo
11:41:24.0 (2102232)|METHOD_ENTRY|[3]||System.UserInfo.getUserId()
11:41:24.0 (2190285)|METHOD_EXIT|[3]||System.UserInfo.getUserId()
11:41:24.0 (2216321)|HEAP_ALLOCATE|[3]|Bytes:4
11:41:24.0 (2228149)|STATEMENT_EXECUTE|[36]
11:41:24.0 (2242906)|METHOD_EXIT|[1]|MyProductivity
11:41:24.0 (2278304)|STATEMENT_EXECUTE|[6]
11:41:24.0 (2281649)|STATEMENT_EXECUTE|[7]
11:41:24.0 (2283308)|STATEMENT_EXECUTE|[7]
11:41:24.0 (2284842)|STATEMENT_EXECUTE|[8]
11:41:24.0 (2394195)|HEAP_ALLOCATE|[8]|Bytes:20
11:41:24.0 (2416246)|CONSTRUCTOR_ENTRY|[8]|01p9E000000OaMG|<init>()
11:41:24.0 (2448621)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
11:41:24.0 (2474203)|STATEMENT_EXECUTE|[36]
11:41:24.0 (2476884)|STATEMENT_EXECUTE|[38]
11:41:24.0 (2485373)|STATEMENT_EXECUTE|[40]
11:41:24.0 (2487145)|STATEMENT_EXECUTE|[42]
11:41:24.0 (2488601)|STATEMENT_EXECUTE|[44]
